customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
6877-AFMDY,Female,1,No,No,20,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Mailed check,92.13,1845.32,No
5084-QACPA,Male,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,35.91,848.29,No
2150-VTZTO,Female,0,No,No,42,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),120.0,5008.91,Yes
4841-WYJXZ,Male,0,Yes,No,56,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,94.0,5292.83,No
5107-WQCYD,Female,0,No,No,27,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.64,2598.48,Yes
9538-AJFMV,Female,1,Yes,No,21,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,75.99,1563.79,Yes
6648-NROQG,Female,0,Yes,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,36.11,471.83,No
3806-YNYET,Male,0,No,No,18,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Mailed check,73.76,1355.91,No
4671-XUPTT,Female,0,Yes,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),45.07,1836.44,No
9313-CCZMO,Female,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),54.75,1869.03,No
6166-RRUUX,Male,0,No,No,32,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,43.99,1422.56,No
4800-YXWML,Male,0,No,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,40.13,494.41,Yes
9553-LIGVG,Female,1,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,41.39,971.0,No
2547-ZQDHZ,Female,0,Yes,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,114.31,5464.88,Yes
9949-TZKOB,Female,0,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),36.43,2578.12,No
9558-MZYVN,Female,0,No,Yes,46,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),109.89,5067.69,No
2212-TOLFQ,Male,0,No,Yes,56,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,75.13,4204.64,No
9120-DOTSZ,Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),106.87,500.62,No
3445-GUWLH,Male,0,No,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),41.41,2607.74,No
3633-TCRSX,Female,0,No,Yes,37,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,119.06,4425.72,No
8584-NEVIF,Male,0,No,No,32,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),74.97,2429.26,No
2880-RTWYD,Female,0,Yes,No,34,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,110.07,3728.62,Yes
2221-MOTIQ,Male,0,No,No,72,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,113.56,8151.51,No
5100-IFZTZ,Female,1,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,39.11,729.12,No
4543-FKFDZ,Male,1,Yes,Yes,34,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,83.14,2835.92,No
4993-NWTOB,Male,0,Yes,No,25,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,110.38,2765.14,No
7010-PZUTB,Female,0,Yes,No,13,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,95.25,1245.76,Yes
8161-BEMTE,Male,0,Yes,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,101.9,718.78,Yes
2154-KMUDE,Female,1,No,No,13,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),116.96,1518.52,Yes
8402-JYGHP,Female,0,No,No,16,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,96.39,1546.24,No
7904-JDLOP,Female,0,Yes,Yes,26,Yes,No,DSL,No,No,Yes,No,No,No,Two year,No,Electronic check,75.82,1973.39,No
5421-EFRQQ,Male,0,No,No,56,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,82.17,4611.89,No
5159-XMQNH,Male,1,Yes,No,13,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),105.69,1365.5,Yes
4039-NOUAO,Male,0,No,No,16,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),69.26,1090.23,No
5126-YZROF,Female,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,40.37,2884.22,No
9422-LEQLN,Female,0,No,Yes,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),97.33,1923.94,No
1316-PJQWY,Female,0,No,Yes,17,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,76.12,1305.35,No
5355-DQXAG,Female,1,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),38.58,706.27,No
6154-TWRHC,Male,0,No,No,30,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,59.87,1802.78,Yes
4796-YYPTU,Male,0,Yes,No,26,Yes,No,DSL,Yes,Yes,No,No,Yes,No,One year,No,Credit card (automatic),87.09,2289.8,No
5621-QLYNX,Male,0,No,Yes,16,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,76.66,1254.01,No
4973-CCOOI,Male,0,No,Yes,21,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),103.45,2209.51,No
9634-LFTLM,Male,0,Yes,Yes,49,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),70.25,3475.82,No
6706-NORMF,Male,0,No,Yes,33,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.63,639.99,Yes
6757-LXZJD,Male,1,Yes,No,66,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,76.38,5036.28,No
9590-GXYDV,Male,0,Yes,Yes,23,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,82.24,1871.87,No
7531-XMXHP,Female,0,No,No,49,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,98.7,4810.21,Yes
9000-CJRLA,Female,0,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,45.53,2253.73,No
2229-DPSQM,Female,0,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,49.68,765.74,No
9460-EMYSR,Male,0,Yes,No,36,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,94.82,3414.44,No
5091-NQTHR,Male,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.24,1050.2,Yes
7977-WVCTU,Male,0,No,No,5,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,99.91,486.21,Yes
2621-UFVCJ,Male,0,Yes,Yes,8,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,108.62,885.41,No
3687-ASUBS,Female,0,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,106.75,3262.98,Yes
7645-HCLOU,Female,0,No,Yes,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,93.41,546.91,No
9928-GVPIP,Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Electronic check,100.27,405.36,No
1927-EREKS,Male,0,No,No,28,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),94.75,2661.72,No
8503-EHOBX,Male,1,No,No,2,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),81.39,151.3,Yes
1973-VHMCT,Male,0,Yes,Yes,11,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),74.34,810.61,No
5524-ZYKYX,Female,0,Yes,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,33.74,924.98,No
9121-KHRMN,Female,0,No,Yes,25,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,105.97,2659.58,No
5098-LERCU,Female,0,Yes,No,25,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,97.19,2435.0,Yes
3022-JZGHJ,Female,0,Yes,No,41,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,78.03,3193.38,No
5069-MLMFK,Female,0,Yes,No,53,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),94.19,4988.57,No
8535-PGFEO,Female,0,Yes,No,57,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.72,4266.15,No
7277-RXXEB,Female,0,No,Yes,72,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.7,7233.83,No
2237-BKELE,Female,0,Yes,No,3,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),88.16,271.71,No
5434-BJUNY,Male,0,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,88.95,1355.82,Yes
8950-PXIMO,Female,0,No,No,11,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,85.71,941.15,No
8612-MPSHP,Female,0,Yes,No,72,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,58.16,4200.21,No
6181-BYSOZ,Female,0,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),114.67,3321.85,Yes
5999-KUITC,Female,0,Yes,Yes,26,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,101.89,2677.65,No
2118-BWUWE,Female,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,41.2,783.06,No
9605-HJHXX,Female,0,Yes,No,18,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),108.07,1972.28,No
5748-TBETE,Male,0,No,No,18,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),75.23,1347.63,Yes
4508-HNBZG,Female,1,Yes,Yes,19,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),74.59,1406.12,No
9194-GZFRO,Female,0,Yes,No,18,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,97.11,1768.52,No
7768-MLQOF,Female,0,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),104.71,7561.95,No
4426-UZPMU,Male,1,Yes,Yes,72,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),78.45,5664.72,No
3456-KTXMF,Female,0,Yes,No,72,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,92.56,6691.02,Yes
4381-ILTYP,Male,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,116.54,545.81,Yes
1712-LKIAQ,Male,0,Yes,No,16,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,63.95,1012.56,No
4011-QTTPR,Female,0,No,Yes,4,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,110.64,433.2,Yes
4941-PQBTC,Female,0,No,No,72,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),79.66,5717.47,No
4491-HGEHK,Female,0,No,No,36,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),103.43,3725.01,No
9389-ITQYW,Male,0,No,No,48,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),67.15,3219.03,No
7285-QGFLS,Female,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,95.64,2290.62,No
2394-FPTBW,Female,0,No,No,26,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),120.0,3111.4,Yes
1989-JOKFV,Female,0,Yes,No,61,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,86.44,5276.47,No
1517-QEKHY,Female,0,No,No,28,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Electronic check,74.55,2074.12,No
8481-GKXYY,Male,0,Yes,No,29,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.6,540.08,No
1883-XIJJU,Female,0,No,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),47.62,2161.91,No
8148-CUWPH,Male,1,No,Yes,41,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),105.18,4325.08,No
6452-VWICK,Female,0,No,No,28,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,101.74,2855.53,Yes
2221-KTQYU,Male,0,Yes,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),41.75,831.17,Yes
5366-VGRKA,Male,0,No,No,18,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,68.69,1200.66,No
4865-RJWGC,Female,0,No,Yes,58,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),105.09,6099.52,No
5525-ZNQDO,Female,0,No,No,30,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,115.93,3449.49,No
3165-TRRFX,Female,1,Yes,No,14,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,86.24,1212.96,Yes
9571-YWAMH,Female,0,Yes,No,51,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),73.78,3778.75,No
7847-ANTXB,Female,0,Yes,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,41.95,1135.83,No
2626-TWDRD,Male,1,No,Yes,5,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),112.01,528.39,Yes
1337-DSRPW,Male,0,Yes,No,15,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,108.63,1660.22,No
8647-ENWJS,Male,1,No,No,27,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),98.98,2642.26,No
8511-PEABZ,Male,0,No,No,6,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),101.81,595.83,No
2870-NFRQG,Male,0,No,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,35.44,1228.64,No
4125-ZIVDK,Female,1,No,No,39,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Mailed check,86.82,3390.91,Yes
9454-WARDM,Female,0,No,Yes,55,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),101.83,5556.61,No
9995-BYMOY,Female,0,No,Yes,32,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,76.39,2446.09,No
7504-QTMQA,Male,0,Yes,No,16,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,77.09,1239.75,No
6534-CLEVN,Female,0,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,36.33,201.07,No
1101-UIAKI,Female,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,93.15,487.76,Yes
3772-IKUPO,Female,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Electronic check,106.06,2558.55,No
4517-DQHEJ,Male,0,No,No,24,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,65.11,1564.98,Yes
2827-FNYUT,Male,0,No,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,94.65,557.3,Yes
7255-DXCGY,Female,0,No,No,34,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),120.0,4092.97,Yes
4065-RUAVP,Male,0,No,Yes,19,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,111.4,2116.37,Yes
6210-AEKYR,Male,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,108.86,1219.98,No
9390-HLKBP,Male,0,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),39.16,370.05,No
3825-HZVIL,Female,0,Yes,Yes,72,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),82.97,5939.76,No
1411-EZAPS,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,93.76,428.28,Yes
8375-RPWNE,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,35.5,2557.28,No
4318-BITNK,Male,0,Yes,No,12,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,No,Mailed check,84.91,1031.3,Yes
8727-FOSEA,Female,0,No,Yes,72,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),100.12,7175.99,No
4491-VIXSN,Female,0,No,Yes,5,No,No phone service,DSL,No,No,No,No,No,No,Two year,No,Credit card (automatic),44.81,224.72,No
2932-SBHMJ,Female,1,No,No,36,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,93.88,3366.31,No
4866-HHMPS,Male,1,Yes,Yes,63,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,85.44,5404.79,No
2304-QXQZT,Female,0,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),48.44,3091.3,No
1726-YAAXC,Male,1,Yes,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),41.38,1489.12,No
3351-YOPEZ,Female,1,Yes,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.97,1138.33,Yes
8643-QNVCB,Male,0,Yes,No,7,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),112.39,779.74,No
3060-STUZR,Male,0,Yes,No,52,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),100.61,5283.46,No
9577-LZSHD,Male,0,Yes,Yes,59,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,95.7,5658.91,No
3705-QBJKM,Male,0,No,No,28,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,119.05,3326.38,No
1626-MKSRW,Female,0,Yes,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,44.29,1391.37,No
9195-FAZXJ,Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),49.78,3572.53,No
3100-GGUJZ,Male,0,No,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,97.52,685.78,Yes
8207-FPUSZ,Male,1,No,No,37,No,No phone service,DSL,Yes,No,No,No,No,Yes,Two year,No,Credit card (automatic),59.34,2212.24,No
9833-TEDVV,Female,0,No,No,51,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),75.68,3876.53,No
2727-KSSDQ,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),39.52,257.25,Yes
3662-ZGJBO,Female,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,97.86,457.43,Yes
7517-NKTFU,Female,0,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Mailed check,100.46,1407.94,No
9021-IDTXM,Female,1,No,No,15,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,90.82,1378.71,No
5175-QPOVU,Female,0,No,No,13,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,71.42,945.43,Yes
6819-SJBJV,Male,0,No,No,16,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),118.7,1920.23,Yes
9973-MLOIB,Female,0,Yes,Yes,16,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,72.66,1146.07,Yes
6436-TXBRX,Female,0,No,No,27,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,87.2,2342.85,Yes
1376-TGNKY,Female,0,No,No,12,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),119.38,1453.67,No
4627-PNXIK,Male,0,No,Yes,21,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,120.0,2547.67,Yes
2645-HVFCE,Female,0,Yes,No,26,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),57.43,1469.19,No
8277-TKFEH,Male,0,Yes,No,19,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),106.14,1979.34,No
5238-VQOAS,Male,0,Yes,Yes,36,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,84.22,3043.71,No
6144-LIXQJ,Female,0,Yes,No,70,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),120.0,8407.44,No
9334-PAUCT,Male,0,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,43.64,298.63,No
